"","Site","Site_Code","Date","Lat","Long","Watershed","Watershed_Level","Status","Location","Turbidity","TSS","ChlA","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4"
"713","Long Draw Outlet","LNGR",2022-07-19,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,2.23,NA,NA,6.99,299.71,52.88,0.88,0.05,0.47,1.28,7.9,0.12,0.13,0.66,0,8.55
"714","Joe Wright Inlet","JOEI",2022-07-19,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.4,NA,NA,7.3,420.12,56.71,1.3,0.03,0.41,1.48,8.14,0.05,0.33,0.47,0,5.34
"715","Long Draw Reservoir","LNGR",2022-07-26,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,1.68,NA,NA,7,312.32,49.05,0.91,0.03,0.49,1.17,7.35,0.09,0.12,0.42,0,7.18
"716","Long Draw Outlet","LNGO",2022-07-26,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,1.75,NA,NA,6.91,343.34,56.69,0.92,0.03,0.47,1.25,7.76,0.18,0.12,0.66,0,8.93
"717","Joe Wright Inlet","JOEI",2022-07-26,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.39,NA,NA,7.29,449.12,56.06,1.28,0.03,0.35,1.45,8.01,0.03,0.27,0.44,0,5.44
"718","Joe Wright Inlet","JOEI",2022-08-02,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.26,NA,NA,7.22,544.87,62.16,1.33,0.03,0.34,1.44,8,0.06,0.33,0.47,0,5.67
"719","Long Draw Reservoir","LNGR",2022-08-02,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,1.2,NA,NA,7.04,333.16,53.29,1.04,0.03,0.49,0.97,7.02,0.18,0.17,0.32,0.08,7.13
"720","Long Draw Outlet","LNGO",2022-08-02,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,1.48,NA,NA,6.94,291.35,51.64,0.9,0.02,0.49,1.29,7.72,0.17,0.12,0.57,0,8.52
"721","Long Draw Reservoir","LNGR",2022-08-09,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,0.46,NA,NA,6.97,337.1,49.3,0.89,0.04,0.5,1.12,6.88,0.23,0.17,0.34,0,6.74
"722","Long Draw Outlet","LNGO",2022-08-09,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,0.47,NA,NA,7.01,299.98,53.04,0.91,0.05,0.5,1.26,7.81,0.13,0.11,0.52,0,9.15
"723","Joe Wright Inlet","JOEI",2022-08-09,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.2,NA,NA,7.19,483.31,61.51,1.45,0.06,0.49,1.44,7.98,0.05,0.4,0.47,0,6.01
"724","Long Draw Reservoir","LNGR",2022-08-16,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,0.77,NA,NA,6.92,271.79,49.99,1.41,0.04,0.58,1.15,7.27,0.26,0.24,0.41,0,7.3
"725","Long Draw Outlet","LNGO",2022-08-16,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,NA,NA,NA,6.9,270.79,52.17,0.95,0.05,0.54,1.22,7.83,0.16,0.11,0.47,0,8.96
"726","Joe Wright Inlet","JOEI",2022-08-16,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.24,NA,NA,7.2,480.82,66.45,1.62,0.12,0.53,1.65,9.02,0.04,0.39,0.44,0,6.6
"727","Long Draw Reservoir","LNGR",2022-08-23,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,0.82,NA,NA,6.91,299.24,48.5,1.39,0.02,0.51,1.01,6.63,0.17,0.14,0.36,0,7.39
"728","Long Draw Outlet","LNGO",2022-08-23,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,0.84,NA,NA,6.92,325.37,49.31,0.89,0.04,0.49,0.98,6.75,0.17,0.13,0.39,0,7.6
"729","Joe Wright Inlet","JOEI",2022-08-23,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.2,NA,NA,6.92,522.94,61.38,1.4,0.02,0.44,1.28,8.07,0.06,0.37,0.66,0,6.57
"730","Joe Wright Inlet","JOEI",2022-08-25,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,0.18,NA,NA,6.92,506.34,61.85,1.27,0.04,0.37,1.18,7.78,0.06,0.37,0.72,0,6.4
"731","Long Draw Reservoir","LNGR",2022-08-30,40.50087627,-105.7725307,"Long Draw Reservoir",0,"Unburned","Reservoir",NA,NA,NA,NA,NA,6.93,319.03,51.01,1.12,0.02,0.54,1.12,6.78,0.28,0.21,0.38,0,7.44
"732","Long Draw Outlet","LNGO",2022-08-30,40.50368571,-105.7709459,"Long Draw Reservoir",0,"Unburned","Outflow",NA,NA,NA,NA,NA,6.93,235.8,44.91,0.88,0.06,0.47,0.96,6.66,0.14,0.11,0.33,0,7.45
"733","Joe Wright Inlet","JOEI",2022-08-30,40.54013102,-105.8831698,"Joe Wright Reservoir",0,"Unburned","Inflow",NA,NA,NA,NA,NA,6.94,520.77,59.55,1.18,0.03,0.35,1.08,7.34,0.05,0.33,0.62,0,6.33
